geoid,vbm_rate_tot
6039000300,0.6450515709610001
6039000106,0.6813983659810001
6039000108,0.727944123876
6039000201,0.666716955214
6039000109,0.7497683083319999
6039000604,0.650695960304
6039000603,0.657663763099
6039000800,0.693605934298
6039000900,0.669167159759
6039000506,0.661583103737
6039000508,0.702393723791
6039000102,0.7175603092630001
6039000502,0.670183414007
6039000103,0.722693945258
6039001000,0.7318426005550001
6039000503,0.6815033468389999
6039000602,0.641518843214
6039000104,0.688331237037
6039000700,0.68857071128
6039000509,0.674339964282
6039000507,0.6974920824969999
6039000400,0.843173174364
6039000202,0.674335668577
